nbElements: 2153
index, hauteurTotale, hauteurGondSommet, hauteurInterGonds, largeur, 
1603, 2109, 476, 666, 747, 
1604, 2099, 469, 677, 738, 
1605, 2110, 479, 681, 733, 
1606, 2102, 477, 674, 743, 
1607, 2103, 470, 674, 742, 
1608, 2104, 481, 674, 736, 
1609, 2106, 474, 674, 734, 
1610, 2107, 472, 683, 742, 
1611, 2110, 475, 679, 742, 
1612, 2109, 478, 678, 733, 
1613, 2099, 483, 680, 750, 
1614, 2094, 477, 675, 743, 
1615, 2093, 475, 668, 747, 
1616, 2109, 475, 676, 744, 
1617, 2100, 485, 676, 739, 
1618, 2105, 477, 679, 734, 
1619, 2109, 475, 673, 738, 
1620, 2094, 475, 666, 739, 
1621, 2097, 477, 684, 746, 
1622, 2090, 472, 684, 738, 
1623, 2096, 478, 671, 743, 
1624, 2109, 474, 685, 740, 
1625, 2092, 471, 670, 743, 
1626, 2109, 467, 678, 742, 
1627, 2102, 473, 667, 730, 
1628, 2097, 479, 678, 736, 
1629, 2108, 466, 684, 748, 
1630, 2109, 483, 682, 743, 
1631, 2106, 465, 676, 741, 
1632, 2091, 467, 670, 734, 
1633, 2102, 466, 681, 743, 
1634, 2104, 483, 685, 737, 
1635, 2104, 470, 683, 734, 
1636, 2105, 473, 683, 741, 
1637, 2108, 481, 677, 744, 
1638, 2099, 466, 668, 745, 
1639, 2104, 480, 671, 738, 
1640, 2104, 471, 666, 739, 
1641, 2103, 471, 671, 734, 
1642, 2092, 466, 685, 748, 
1643, 2106, 467, 670, 735, 
1644, 2099, 483, 678, 745, 
1645, 2108, 471, 666, 736, 
1646, 2092, 476, 684, 732, 
1647, 2108, 480, 665, 738, 
1648, 2103, 477, 677, 733, 
1649, 2103, 472, 676, 750, 
1650, 2090, 465, 673, 745, 
1651, 2101, 468, 682, 730, 
1652, 2106, 477, 673, 744, 
1653, 2106, 469, 674, 732, 
1654, 2092, 482, 667, 736, 
1655, 2094, 478, 665, 741, 
1656, 2105, 474, 677, 744, 
1657, 2101, 476, 682, 746, 
1658, 2102, 474, 674, 734, 
1659, 2109, 472, 684, 750, 
1660, 2098, 481, 684, 747, 
1661, 2103, 483, 685, 730, 
1662, 2100, 482, 668, 742, 
1663, 2097, 465, 674, 740, 
1664, 2092, 470, 668, 734, 
1665, 2104, 468, 673, 741, 
1666, 2096, 482, 674, 744, 
1667, 2091, 482, 665, 742, 
1668, 2093, 468, 685, 733, 
1669, 2109, 476, 671, 749, 
1670, 2094, 482, 670, 745, 
1671, 2095, 474, 676, 733, 
1672, 2096, 475, 676, 737, 
1673, 2093, 482, 685, 730, 
1674, 2092, 469, 667, 738, 
1675, 2097, 479, 677, 731, 
1676, 2091, 477, 684, 730, 
1677, 2099, 474, 675, 741, 
1678, 2095, 475, 668, 746, 
1679, 2103, 483, 677, 732, 
1680, 2099, 482, 668, 749, 
1681, 2094, 465, 671, 746, 
1682, 2094, 477, 669, 733, 
1683, 2105, 467, 668, 731, 
1684, 2103, 481, 667, 749, 
1685, 2094, 482, 666, 748, 
1686, 2102, 477, 678, 742, 
1687, 2110, 477, 669, 731, 
1688, 2092, 478, 681, 733, 
1689, 2109, 471, 681, 742, 
1690, 2105, 467, 673, 733, 
1691, 2105, 466, 673, 739, 
1692, 2103, 476, 674, 741, 
1693, 2109, 480, 683, 749, 
1694, 2099, 485, 681, 744, 
1695, 2098, 482, 679, 748, 
1696, 2102, 485, 672, 739, 
1697, 2091, 484, 666, 741, 
1698, 2101, 472, 672, 748, 
1699, 2107, 476, 665, 730, 
1700, 2091, 473, 680, 746, 
1701, 2090, 466, 678, 738, 
1702, 2105, 467, 681, 742, 
1703, 2096, 470, 667, 735, 
1704, 2095, 468, 666, 730, 
1705, 2107, 482, 669, 750, 
1706, 2099, 476, 670, 744, 
1707, 2097, 476, 671, 740, 
1708, 2106, 470, 665, 734, 
1709, 2108, 481, 684, 749, 
1710, 2105, 483, 675, 740, 
1711, 2095, 468, 673, 735, 
1712, 2110, 485, 682, 748, 
1713, 2108, 484, 684, 746, 
1714, 2107, 479, 676, 746, 
1715, 2092, 477, 682, 740, 
1716, 2092, 481, 667, 733, 
1717, 2103, 477, 680, 744, 
1718, 2102, 480, 668, 735, 
1719, 2099, 471, 680, 742, 
1720, 2107, 468, 667, 743, 
1721, 2101, 469, 672, 736, 
1722, 2101, 485, 683, 747, 
1723, 2090, 472, 670, 743, 
1724, 2110, 468, 673, 735, 
1725, 2090, 465, 681, 737, 
1726, 2100, 475, 681, 750, 
1727, 2102, 475, 679, 743, 
1728, 2092, 485, 680, 745, 
1729, 2108, 472, 671, 750, 
1730, 2108, 482, 666, 746, 
1731, 2092, 481, 678, 738, 
1732, 2102, 482, 680, 733, 
1733, 2091, 468, 682, 739, 
1734, 2104, 475, 683, 740, 
1735, 2099, 474, 676, 731, 
1736, 2109, 474, 669, 742, 
1737, 2101, 467, 676, 733, 
1738, 2102, 473, 682, 747, 
1739, 2107, 465, 670, 736, 
1740, 2110, 467, 669, 734, 
1741, 2110, 472, 674, 735, 
1742, 2094, 480, 683, 748, 
1743, 2101, 480, 684, 741, 
1744, 2101, 474, 680, 738, 
1745, 2101, 483, 672, 736, 
1746, 2100, 465, 681, 750, 
1747, 2100, 484, 679, 737, 
1748, 2094, 479, 678, 740, 
1749, 2092, 474, 674, 742, 
1750, 2100, 469, 676, 730, 
1751, 2095, 469, 665, 743, 
1752, 2110, 481, 677, 740, 
1753, 2090, 467, 672, 732, 
1754, 2099, 475, 679, 744, 
1755, 2102, 478, 675, 741, 
1756, 2098, 475, 684, 744, 
1757, 2104, 485, 685, 745, 
1758, 2109, 474, 680, 750, 
1759, 2101, 479, 682, 737, 
1760, 2103, 478, 678, 730, 
1761, 2110, 467, 678, 742, 
1762, 2101, 474, 673, 743, 
1763, 2092, 485, 673, 746, 
1764, 2110, 466, 672, 744, 
1765, 2107, 473, 677, 740, 
1766, 2104, 480, 666, 747, 
1767, 2098, 475, 681, 746, 
1768, 2107, 480, 682, 746, 
1769, 2104, 481, 667, 740, 
1770, 2104, 484, 681, 740, 
1771, 2095, 478, 684, 738, 
1772, 2102, 467, 678, 743, 
1773, 2099, 467, 683, 740, 
1774, 2102, 471, 680, 730, 
1775, 2102, 483, 683, 746, 
1776, 2110, 465, 679, 742, 
1777, 2094, 477, 671, 735, 
1778, 2092, 470, 685, 735, 
1779, 2102, 475, 670, 742, 
1780, 2104, 471, 681, 742, 
1781, 2109, 469, 669, 742, 
1782, 2110, 467, 665, 740, 
1783, 2104, 470, 677, 748, 
1784, 2108, 476, 685, 731, 
1785, 2102, 472, 673, 738, 
1786, 2104, 479, 671, 738, 
1787, 2103, 475, 684, 750, 
1788, 2100, 468, 676, 739, 
1789, 2106, 476, 680, 737, 
1790, 2110, 469, 676, 748, 
1791, 2091, 483, 680, 732, 
1792, 2101, 475, 669, 741, 
1793, 2097, 471, 667, 732, 
1794, 2094, 483, 670, 739, 
1795, 2103, 477, 674, 745, 
1796, 2110, 476, 666, 730, 
1797, 2096, 485, 679, 737, 
1798, 2101, 468, 680, 733, 
1799, 2095, 468, 671, 739, 
1800, 2109, 476, 679, 739, 
1801, 2097, 485, 677, 745, 
1802, 2090, 479, 665, 746, 
1803, 2107, 468, 665, 749, 
1804, 2093, 467, 674, 746, 
1805, 2105, 481, 670, 734, 
1806, 2108, 478, 674, 737, 
1807, 2092, 466, 677, 747, 
1808, 2099, 476, 676, 731, 
1809, 2100, 477, 669, 734, 
1810, 2093, 468, 668, 748, 
1811, 2098, 485, 675, 748, 
1812, 2091, 465, 668, 749, 
1813, 2105, 480, 682, 745, 
1814, 2093, 469, 684, 732, 
1815, 2107, 471, 684, 745, 
1816, 2107, 465, 679, 741, 
1817, 2101, 472, 676, 748, 
1818, 2108, 478, 680, 750, 
1819, 2105, 485, 682, 731, 
1820, 2104, 482, 685, 730, 
1821, 2090, 477, 674, 731, 
1822, 2091, 466, 677, 737, 
1823, 2095, 476, 677, 732, 
1824, 2092, 475, 683, 738, 
1825, 2108, 478, 682, 743, 
1826, 2102, 479, 682, 737, 
1827, 2099, 482, 668, 745, 
1828, 2100, 481, 666, 750, 
1829, 2100, 474, 672, 739, 
1830, 2090, 478, 683, 738, 
1831, 2094, 471, 670, 735, 
1832, 2099, 465, 676, 731, 
1833, 2094, 472, 684, 746, 
1834, 2102, 482, 684, 737, 
1835, 2109, 474, 682, 730, 
1836, 2100, 465, 685, 736, 
1837, 2092, 472, 678, 731, 
1838, 2100, 482, 679, 749, 
1839, 2100, 474, 685, 731, 
1840, 2099, 476, 678, 746, 
1841, 2108, 478, 676, 749, 
1842, 2101, 466, 678, 750, 
1843, 2107, 472, 669, 740, 
1844, 2091, 472, 670, 735, 
1845, 2106, 482, 671, 741, 
1846, 2102, 472, 675, 746, 
1847, 2109, 478, 674, 739, 
1848, 2098, 472, 680, 743, 
1849, 2098, 473, 667, 750, 
1850, 2101, 484, 668, 745, 
1851, 2106, 472, 684, 736, 
1852, 2094, 465, 677, 738, 
1853, 2104, 476, 677, 734, 
1854, 2097, 470, 677, 739, 
1855, 2100, 484, 685, 749, 
1856, 2097, 476, 681, 731, 
1857, 2101, 479, 675, 747, 
1858, 2108, 479, 668, 749, 
1859, 2095, 482, 678, 746, 
1860, 2107, 482, 671, 734, 
1861, 2103, 473, 674, 737, 
1862, 2105, 478, 665, 730, 
1863, 2103, 476, 669, 733, 
1864, 2109, 481, 670, 740, 
1865, 2095, 465, 665, 742, 
1866, 2106, 478, 680, 746, 
1867, 2104, 472, 685, 748, 
1868, 2091, 484, 669, 739, 
1869, 2097, 485, 668, 744, 
1870, 2103, 465, 665, 740, 
1871, 2097, 470, 681, 746, 
1872, 2109, 481, 673, 750, 
1873, 2107, 482, 685, 730, 
1874, 2095, 472, 685, 739, 
1875, 2109, 467, 685, 733, 
1876, 2091, 471, 671, 736, 
1877, 2099, 479, 670, 737, 
1878, 2101, 480, 673, 743, 
1879, 2108, 471, 667, 736, 
1880, 2106, 483, 677, 748, 
1881, 2097, 472, 670, 743, 
1882, 2105, 473, 669, 739, 
1883, 2108, 479, 666, 745, 
1884, 2101, 469, 672, 750, 
1885, 2096, 470, 667, 732, 
1886, 2099, 472, 681, 735, 
1887, 2097, 475, 671, 733, 
1888, 2098, 469, 676, 734, 
1889, 2098, 471, 669, 745, 
1890, 2110, 480, 667, 748, 
1891, 2090, 472, 666, 749, 
1892, 2092, 481, 678, 738, 
1893, 2107, 465, 671, 749, 
1894, 2109, 465, 685, 740, 
1895, 2096, 481, 683, 742, 
1896, 2095, 481, 665, 733, 
1897, 2102, 480, 683, 749, 
1898, 2093, 472, 683, 750, 
1899, 2094, 480, 681, 730, 
1900, 2102, 485, 685, 737, 
1901, 2094, 481, 680, 748, 
1902, 2090, 471, 679, 735, 
1903, 2110, 473, 681, 744, 
1904, 2106, 477, 682, 746, 
1905, 2093, 481, 682, 740, 
1906, 2103, 465, 677, 745, 
1907, 2099, 475, 670, 735, 
1908, 2110, 480, 673, 745, 
1909, 2106, 484, 667, 733, 
1910, 2109, 481, 681, 731, 
1911, 2106, 465, 679, 736, 
1912, 2110, 465, 676, 743, 
1913, 2094, 466, 668, 735, 
1914, 2105, 466, 668, 749, 
1915, 2099, 475, 672, 746, 
1916, 2099, 469, 677, 730, 
1917, 2106, 474, 675, 744, 
1918, 2099, 485, 675, 747, 
1919, 2095, 485, 670, 739, 
1920, 2109, 485, 683, 738, 
1921, 2094, 470, 665, 734, 
1922, 2092, 477, 671, 734, 
1923, 2105, 475, 672, 743, 
1924, 2103, 481, 678, 732, 
1925, 2097, 466, 685, 742, 
1926, 2100, 467, 681, 749, 
1927, 2109, 479, 670, 733, 
1928, 2099, 482, 670, 750, 
1929, 2092, 475, 674, 733, 
1930, 2098, 469, 668, 747, 
1931, 2093, 473, 684, 734, 
1932, 2101, 467, 685, 733, 
1933, 2107, 483, 667, 748, 
1934, 2103, 477, 677, 737, 
1935, 2091, 481, 684, 750, 
1936, 2093, 481, 670, 738, 
1937, 2097, 466, 671, 742, 
1938, 2092, 472, 672, 738, 
1939, 2107, 465, 673, 736, 
1940, 2094, 482, 679, 730, 
1941, 2107, 478, 674, 734, 
1942, 2107, 465, 669, 742, 
1943, 2101, 480, 676, 747, 
1944, 2106, 470, 682, 745, 
1945, 2110, 477, 667, 739, 
1946, 2107, 479, 672, 733, 
1947, 2093, 480, 675, 750, 
1948, 2109, 468, 683, 735, 
1949, 2104, 468, 665, 730, 
1950, 2092, 465, 682, 730, 
1951, 2097, 478, 672, 746, 
1952, 2110, 466, 665, 734, 
1953, 2092, 485, 669, 749, 
1954, 2102, 478, 682, 738, 
1955, 2103, 472, 668, 750, 
1956, 2104, 466, 665, 745, 
1957, 2095, 472, 677, 750, 
1958, 2108, 466, 683, 747, 
1959, 2094, 476, 683, 734, 
1960, 2105, 478, 677, 730, 
1961, 2100, 475, 684, 748, 
1962, 2109, 471, 685, 742, 
1963, 2095, 468, 675, 749, 
1964, 2104, 485, 674, 745, 
1965, 2104, 478, 676, 743, 
1966, 2093, 475, 684, 733, 
1967, 2103, 478, 682, 743, 
1968, 2101, 477, 665, 742, 
1969, 2090, 476, 673, 739, 
1970, 2095, 472, 670, 749, 
1971, 2099, 480, 665, 747, 
1972, 2103, 474, 684, 737, 
1973, 2094, 479, 681, 742, 
1974, 2101, 470, 674, 730, 
1975, 2093, 476, 669, 748, 
1976, 2109, 483, 675, 738, 
1977, 2105, 465, 673, 749, 
1978, 2110, 476, 675, 734, 
1979, 2098, 476, 680, 750, 
1980, 2100, 476, 683, 740, 
1981, 2098, 469, 665, 746, 
1982, 2102, 468, 667, 743, 
1983, 2109, 467, 670, 730, 
1984, 2106, 477, 678, 733, 
1985, 2103, 468, 666, 747, 
1986, 2101, 477, 681, 740, 
1987, 2093, 467, 670, 734, 
1988, 2099, 473, 678, 735, 
1989, 2100, 469, 671, 745, 
1990, 2093, 469, 674, 737, 
1991, 2096, 465, 684, 744, 
1992, 2091, 467, 670, 746, 
1993, 2104, 469, 682, 735, 
1994, 2099, 466, 682, 731, 
1995, 2091, 482, 680, 738, 
1996, 2109, 468, 673, 733, 
1997, 2110, 472, 671, 733, 
1998, 2091, 470, 679, 746, 
1999, 2094, 479, 668, 738, 
2000, 2094, 471, 676, 738, 
2001, 2106, 484, 679, 733, 
2002, 2091, 476, 682, 746, 
2003, 2092, 468, 678, 736, 
2004, 2098, 471, 667, 730, 
2005, 2099, 467, 668, 744, 
2006, 2090, 466, 684, 732, 
2007, 2108, 485, 685, 737, 
2008, 2091, 467, 673, 733, 
2009, 2090, 470, 681, 748, 
2010, 2100, 465, 677, 746, 
2011, 2098, 469, 682, 747, 
2012, 2097, 472, 674, 744, 
2013, 2094, 470, 684, 730, 
2014, 2093, 483, 682, 731, 
2015, 2090, 477, 669, 735, 
2016, 2093, 470, 679, 732, 
2017, 2092, 466, 680, 739, 
2018, 2109, 469, 670, 747, 
2019, 2096, 483, 675, 740, 
2020, 2103, 473, 674, 737, 
2021, 2097, 477, 667, 747, 
2022, 2103, 475, 676, 747, 
2023, 2107, 473, 674, 734, 
2024, 2102, 484, 679, 745, 
2025, 2106, 471, 674, 736, 
2026, 2106, 479, 668, 743, 
2027, 2093, 466, 676, 745, 
2028, 2092, 472, 682, 730, 
2029, 2100, 479, 679, 746, 
2030, 2093, 471, 666, 741, 
2031, 2095, 467, 683, 734, 
2032, 2095, 478, 679, 733, 
2033, 2097, 472, 677, 743, 
2034, 2110, 465, 677, 744, 
2035, 2091, 477, 671, 736, 
2036, 2099, 484, 666, 731, 
2037, 2093, 483, 685, 742, 
2038, 2109, 468, 673, 742, 
2039, 2102, 480, 677, 739, 
2040, 2095, 472, 679, 741, 
2041, 2103, 483, 668, 745, 
2042, 2104, 465, 675, 733, 
2043, 2103, 477, 665, 750, 
2044, 2109, 471, 684, 732, 
2045, 2095, 481, 669, 746, 
2046, 2103, 476, 677, 746, 
2047, 2104, 468, 678, 750, 
2048, 2110, 471, 675, 731, 
2049, 2092, 466, 677, 734, 
2050, 2099, 469, 683, 738, 
2051, 2108, 479, 666, 742, 
2052, 2108, 481, 679, 750, 
2053, 2091, 475, 676, 731, 
2054, 2104, 469, 671, 750, 
2055, 2110, 477, 667, 744, 
2056, 2096, 482, 675, 733, 
2057, 2094, 465, 671, 734, 
2058, 2104, 466, 680, 747, 
2059, 2101, 474, 680, 741, 
2060, 2105, 465, 666, 741, 
2061, 2093, 478, 683, 737, 
2062, 2095, 474, 684, 744, 
2063, 2090, 477, 674, 733, 
2064, 2103, 480, 678, 736, 
2065, 2096, 479, 665, 737, 
2066, 2095, 477, 685, 738, 
2067, 2110, 485, 671, 730, 
2068, 2108, 477, 673, 732, 
2069, 2103, 477, 677, 747, 
2070, 2102, 479, 677, 750, 
2071, 2106, 477, 681, 730, 
2072, 2109, 485, 665, 742, 
2073, 2101, 475, 680, 750, 
2074, 2110, 468, 681, 737, 
2075, 2098, 481, 673, 731, 
2076, 2110, 481, 681, 737, 
2077, 2100, 476, 670, 731, 
2078, 2101, 476, 670, 749, 
2079, 2094, 480, 676, 750, 
2080, 2107, 483, 675, 746, 
2081, 2091, 481, 676, 736, 
2082, 2110, 468, 672, 739, 
2083, 2091, 474, 682, 746, 
2084, 2090, 468, 683, 748, 
2085, 2097, 465, 667, 743, 
2086, 2107, 476, 683, 739, 
2087, 2104, 469, 682, 750, 
2088, 2104, 477, 678, 738, 
2089, 2103, 480, 678, 731, 
2090, 2094, 480, 670, 748, 
2091, 2106, 472, 673, 745, 
2092, 2106, 470, 665, 737, 
2093, 2101, 484, 678, 740, 
2094, 2110, 485, 667, 733, 
2095, 2098, 468, 684, 746, 
2096, 2099, 475, 680, 733, 
2097, 2091, 482, 670, 747, 
2098, 2092, 470, 682, 748, 
2099, 2108, 479, 668, 736, 
2100, 2091, 470, 677, 745, 
2101, 2102, 478, 679, 745, 
2102, 2090, 467, 685, 750, 
2103, 2095, 477, 667, 746, 
2104, 2104, 477, 674, 747, 
2105, 2108, 471, 680, 749, 
2106, 2102, 479, 665, 741, 
2107, 2094, 483, 680, 739, 
2108, 2107, 476, 669, 740, 
2109, 2106, 475, 680, 747, 
2110, 2093, 474, 673, 733, 
2111, 2102, 482, 671, 750, 
2112, 2107, 465, 669, 743, 
2113, 2091, 465, 682, 743, 
2114, 2108, 473, 671, 748, 
2115, 2095, 475, 665, 735, 
2116, 2095, 474, 667, 732, 
2117, 2110, 484, 677, 741, 
2118, 2091, 474, 685, 746, 
2119, 2098, 469, 681, 746, 
2120, 2110, 474, 675, 732, 
2121, 2101, 485, 683, 738, 
2122, 2092, 475, 678, 748, 
2123, 2101, 465, 670, 740, 
2124, 2110, 471, 679, 731, 
2125, 2098, 478, 674, 744, 
2126, 2098, 479, 671, 734, 
2127, 2107, 467, 676, 734, 
2128, 2095, 476, 665, 745, 
2129, 2100, 470, 678, 749, 
2130, 2101, 481, 684, 733, 
2131, 2102, 475, 679, 737, 
2132, 2106, 469, 676, 731, 
2133, 2109, 481, 665, 744, 
2134, 2100, 478, 675, 738, 
2135, 2092, 473, 671, 735, 
2136, 2097, 482, 667, 746, 
2137, 2105, 482, 670, 745, 
2138, 2102, 467, 681, 749, 
2139, 2094, 480, 685, 734, 
2140, 2108, 479, 666, 734, 
2141, 2101, 470, 676, 745, 
2142, 2091, 481, 671, 750, 
2143, 2101, 481, 685, 747, 
2144, 2093, 474, 684, 737, 
2145, 2104, 468, 679, 738, 
2146, 2108, 482, 677, 736, 
2147, 2108, 468, 678, 740, 
2148, 2090, 479, 681, 743, 
2149, 2104, 482, 675, 733, 
2150, 2103, 473, 668, 739, 
2151, 2106, 479, 667, 732, 
2152, 2103, 485, 684, 731, 
