nbElements: 2153
index, hauteurTotale, largeurTotale, hauteurInterGondsGauche, hauteurGondSommetGauche, hauteurInterGondsDroite, hauteurGondSommetDroite, 
1149, 2094, 1464, 675, 479, 688, 474, 
1150, 2100, 1463, 692, 482, 652, 487, 
1151, 2092, 1475, 651, 483, 693, 484, 
1152, 2096, 1480, 678, 471, 673, 485, 
1153, 2103, 1486, 665, 487, 705, 466, 
1154, 2098, 1459, 672, 485, 715, 478, 
1155, 2099, 1468, 676, 487, 668, 479, 
1156, 2099, 1478, 702, 468, 659, 494, 
1157, 2106, 1487, 704, 479, 652, 498, 
1158, 2102, 1474, 673, 477, 691, 476, 
1159, 2102, 1484, 672, 488, 684, 472, 
1160, 2098, 1482, 688, 473, 659, 485, 
1161, 2094, 1475, 662, 491, 704, 476, 
1162, 2092, 1473, 689, 465, 670, 494, 
1163, 2099, 1482, 651, 502, 697, 474, 
1164, 2096, 1474, 652, 484, 696, 482, 
1165, 2100, 1469, 650, 492, 688, 482, 
1166, 2108, 1478, 690, 469, 671, 477, 
1167, 2092, 1493, 675, 482, 656, 494, 
1168, 2099, 1487, 705, 476, 673, 475, 
1169, 2106, 1478, 654, 498, 672, 481, 
1170, 2095, 1490, 714, 473, 659, 491, 
1171, 2097, 1471, 641, 503, 698, 484, 
1172, 2107, 1474, 686, 468, 662, 491, 
1173, 2098, 1486, 652, 490, 705, 477, 
1174, 2109, 1487, 682, 476, 673, 492, 
1175, 2104, 1482, 707, 483, 649, 491, 
1176, 2100, 1486, 696, 483, 663, 484, 
1177, 2103, 1474, 696, 483, 651, 504, 
1178, 2103, 1484, 654, 499, 705, 485, 
1179, 2100, 1476, 660, 488, 685, 476, 
1180, 2101, 1472, 674, 474, 679, 468, 
1181, 2101, 1490, 668, 476, 703, 483, 
1182, 2098, 1483, 665, 496, 682, 483, 
1183, 2108, 1465, 690, 471, 662, 497, 
1184, 2106, 1485, 687, 483, 666, 477, 
1185, 2100, 1494, 641, 506, 695, 466, 
1186, 2097, 1471, 677, 471, 705, 469, 
1187, 2097, 1488, 659, 496, 680, 483, 
1188, 2107, 1489, 691, 472, 651, 498, 
1189, 2093, 1481, 674, 479, 654, 487, 
1190, 2107, 1469, 673, 487, 679, 487, 
1191, 2099, 1496, 687, 477, 666, 503, 
1192, 2100, 1481, 696, 477, 649, 489, 
1193, 2100, 1487, 694, 482, 656, 500, 
1194, 2109, 1474, 675, 467, 678, 481, 
1195, 2109, 1465, 670, 469, 711, 483, 
1196, 2097, 1466, 681, 482, 656, 483, 
1197, 2100, 1486, 645, 492, 681, 465, 
1198, 2104, 1476, 649, 499, 687, 463, 
1199, 2104, 1479, 674, 471, 684, 483, 
1200, 2104, 1482, 648, 513, 690, 470, 
1201, 2101, 1464, 689, 464, 667, 468, 
1202, 2102, 1481, 649, 492, 684, 474, 
1203, 2106, 1461, 657, 484, 687, 471, 
1204, 2104, 1488, 650, 486, 690, 477, 
1205, 2099, 1480, 701, 477, 667, 481, 
1206, 2103, 1491, 679, 471, 643, 506, 
1207, 2099, 1472, 667, 494, 703, 478, 
1208, 2095, 1487, 669, 489, 696, 481, 
1209, 2091, 1462, 713, 464, 658, 482, 
1210, 2100, 1476, 705, 482, 662, 504, 
1211, 2099, 1488, 664, 486, 682, 475, 
1212, 2102, 1490, 660, 488, 674, 472, 
1213, 2103, 1481, 672, 488, 695, 474, 
1214, 2105, 1466, 686, 481, 647, 489, 
1215, 2105, 1480, 693, 466, 674, 471, 
1216, 2099, 1482, 650, 490, 692, 466, 
1217, 2107, 1469, 676, 475, 686, 469, 
1218, 2098, 1493, 668, 471, 678, 483, 
1219, 2094, 1468, 645, 490, 685, 467, 
1220, 2098, 1467, 697, 484, 661, 477, 
1221, 2102, 1468, 664, 483, 697, 483, 
1222, 2106, 1487, 659, 484, 705, 482, 
1223, 2106, 1464, 670, 488, 713, 472, 
1224, 2100, 1483, 679, 486, 645, 489, 
1225, 2109, 1475, 670, 478, 675, 486, 
1226, 2103, 1479, 662, 491, 677, 463, 
1227, 2102, 1481, 689, 484, 648, 492, 
1228, 2095, 1486, 654, 499, 684, 476, 
1229, 2102, 1468, 668, 466, 692, 472, 
1230, 2105, 1480, 691, 483, 649, 505, 
1231, 2093, 1473, 700, 481, 670, 466, 
1232, 2097, 1476, 687, 469, 651, 502, 
1233, 2101, 1481, 708, 466, 651, 502, 
1234, 2104, 1491, 691, 474, 670, 474, 
1235, 2094, 1473, 663, 482, 692, 468, 
1236, 2095, 1466, 691, 463, 657, 493, 
1237, 2110, 1480, 638, 508, 680, 470, 
1238, 2094, 1481, 659, 481, 710, 471, 
1239, 2093, 1481, 663, 480, 684, 474, 
1240, 2112, 1494, 711, 482, 665, 489, 
1241, 2093, 1482, 682, 476, 693, 483, 
1242, 2096, 1479, 646, 505, 701, 473, 
1243, 2098, 1484, 699, 480, 670, 489, 
1244, 2101, 1485, 657, 486, 671, 466, 
1245, 2098, 1476, 664, 488, 680, 469, 
1246, 2096, 1481, 650, 499, 683, 468, 
1247, 2099, 1474, 703, 484, 639, 498, 
1248, 2102, 1468, 643, 493, 680, 485, 
1249, 2108, 1460, 684, 486, 665, 488, 
1250, 2103, 1480, 660, 496, 709, 471, 
1251, 2100, 1470, 678, 474, 683, 466, 
1252, 2109, 1489, 644, 505, 696, 465, 
1253, 2104, 1467, 697, 477, 676, 484, 
1254, 2106, 1466, 652, 489, 673, 467, 
1255, 2097, 1481, 667, 479, 698, 481, 
1256, 2099, 1468, 702, 471, 658, 479, 
1257, 2090, 1493, 692, 486, 679, 486, 
1258, 2096, 1474, 648, 489, 689, 471, 
1259, 2106, 1479, 666, 501, 705, 481, 
1260, 2105, 1468, 641, 503, 681, 479, 
1261, 2106, 1486, 679, 480, 655, 497, 
1262, 2097, 1479, 687, 466, 641, 516, 
1263, 2107, 1458, 667, 489, 696, 474, 
1264, 2103, 1494, 688, 467, 664, 479, 
1265, 2104, 1462, 715, 472, 653, 500, 
1266, 2098, 1484, 712, 476, 671, 487, 
1267, 2112, 1491, 664, 497, 684, 481, 
1268, 2095, 1477, 651, 500, 691, 476, 
1269, 2093, 1487, 659, 482, 685, 467, 
1270, 2104, 1480, 669, 484, 653, 500, 
1271, 2104, 1480, 672, 476, 709, 471, 
1272, 2100, 1494, 661, 485, 707, 476, 
1273, 2101, 1470, 653, 490, 694, 484, 
1274, 2095, 1482, 641, 507, 691, 468, 
1275, 2098, 1469, 657, 487, 712, 476, 
1276, 2102, 1460, 685, 464, 681, 475, 
1277, 2103, 1489, 662, 504, 668, 465, 
1278, 2095, 1469, 644, 496, 676, 481, 
1279, 2102, 1479, 685, 478, 660, 491, 
1280, 2101, 1459, 680, 471, 644, 497, 
1281, 2102, 1479, 677, 469, 676, 480, 
1282, 2109, 1479, 661, 483, 676, 464, 
1283, 2103, 1482, 690, 464, 645, 493, 
1284, 2111, 1475, 668, 487, 694, 470, 
1285, 2104, 1486, 658, 472, 675, 466, 
1286, 2104, 1482, 668, 494, 698, 471, 
1287, 2102, 1488, 654, 497, 695, 472, 
1288, 2102, 1470, 648, 488, 691, 482, 
1289, 2094, 1471, 665, 488, 692, 479, 
1290, 2092, 1487, 655, 481, 687, 468, 
1291, 2106, 1475, 667, 484, 710, 472, 
1292, 2098, 1482, 703, 486, 667, 504, 
1293, 2105, 1478, 637, 516, 702, 477, 
1294, 2108, 1482, 683, 468, 677, 485, 
1295, 2105, 1487, 693, 470, 654, 505, 
1296, 2105, 1478, 678, 484, 664, 496, 
1297, 2109, 1492, 675, 473, 654, 494, 
1298, 2108, 1476, 658, 495, 698, 486, 
1299, 2103, 1492, 696, 481, 651, 490, 
1300, 2088, 1481, 695, 480, 653, 486, 
1301, 2099, 1480, 696, 474, 654, 502, 
1302, 2108, 1477, 704, 477, 658, 493, 
1303, 2103, 1476, 655, 490, 689, 485, 
1304, 2097, 1478, 643, 506, 710, 469, 
1305, 2110, 1471, 648, 495, 677, 469, 
1306, 2103, 1475, 698, 471, 651, 501, 
1307, 2093, 1468, 687, 479, 679, 484, 
1308, 2107, 1491, 647, 512, 703, 476, 
1309, 2090, 1483, 697, 465, 656, 498, 
1310, 2103, 1491, 701, 472, 652, 494, 
1311, 2106, 1482, 677, 482, 664, 471, 
1312, 2107, 1485, 667, 491, 695, 480, 
1313, 2100, 1497, 681, 466, 660, 491, 
1314, 2095, 1460, 670, 476, 645, 500, 
1315, 2108, 1475, 702, 465, 657, 503, 
1316, 2086, 1478, 679, 466, 668, 471, 
1317, 2093, 1468, 694, 469, 677, 487, 
1318, 2105, 1458, 669, 497, 685, 483, 
1319, 2100, 1486, 641, 492, 678, 471, 
1320, 2105, 1477, 641, 503, 689, 465, 
1321, 2099, 1471, 684, 473, 658, 489, 
1322, 2100, 1463, 686, 470, 669, 479, 
1323, 2101, 1484, 644, 487, 692, 483, 
1324, 2092, 1471, 653, 489, 690, 477, 
1325, 2091, 1499, 650, 493, 707, 473, 
1326, 2101, 1465, 671, 490, 674, 479, 
1327, 2100, 1487, 663, 482, 676, 478, 
1328, 2109, 1472, 693, 479, 643, 514, 
1329, 2109, 1484, 647, 511, 684, 475, 
1330, 2101, 1477, 649, 504, 680, 478, 
1331, 2101, 1478, 669, 479, 680, 479, 
1332, 2104, 1475, 662, 500, 678, 482, 
1333, 2105, 1487, 683, 477, 673, 483, 
1334, 2096, 1491, 660, 481, 686, 466, 
1335, 2104, 1468, 671, 479, 691, 479, 
1336, 2098, 1470, 695, 477, 662, 488, 
1337, 2094, 1479, 659, 495, 677, 485, 
1338, 2097, 1481, 711, 477, 656, 497, 
1339, 2100, 1475, 667, 493, 691, 474, 
1340, 2090, 1484, 688, 481, 664, 473, 
1341, 2095, 1457, 698, 464, 676, 484, 
1342, 2106, 1486, 661, 485, 691, 474, 
1343, 2096, 1486, 686, 476, 666, 495, 
1344, 2103, 1486, 648, 505, 686, 483, 
1345, 2105, 1478, 687, 467, 642, 496, 
1346, 2105, 1483, 661, 486, 678, 475, 
1347, 2102, 1489, 657, 483, 697, 479, 
1348, 2103, 1482, 666, 485, 692, 475, 
1349, 2100, 1477, 649, 499, 702, 477, 
1350, 2105, 1487, 686, 476, 644, 493, 
1351, 2094, 1474, 679, 471, 670, 492, 
1352, 2107, 1482, 694, 466, 667, 485, 
1353, 2092, 1485, 688, 479, 651, 516, 
1354, 2088, 1492, 672, 467, 640, 501, 
1355, 2106, 1474, 692, 475, 657, 480, 
1356, 2099, 1468, 688, 482, 661, 482, 
1357, 2109, 1457, 653, 506, 684, 482, 
1358, 2099, 1480, 698, 467, 654, 502, 
1359, 2098, 1477, 663, 506, 696, 477, 
1360, 2099, 1486, 660, 476, 701, 467, 
1361, 2097, 1468, 662, 498, 682, 465, 
1362, 2096, 1490, 693, 483, 664, 487, 
1363, 2109, 1468, 679, 480, 656, 483, 
1364, 2094, 1473, 669, 483, 694, 476, 
1365, 2100, 1476, 644, 494, 695, 472, 
1366, 2103, 1485, 661, 486, 668, 473, 
1367, 2100, 1481, 671, 478, 682, 469, 
1368, 2091, 1463, 665, 485, 709, 466, 
1369, 2102, 1465, 654, 491, 707, 482, 
1370, 2104, 1473, 681, 482, 662, 496, 
1371, 2098, 1491, 697, 484, 662, 499, 
1372, 2099, 1465, 679, 481, 691, 473, 
1373, 2097, 1479, 693, 483, 652, 499, 
1374, 2109, 1479, 709, 482, 661, 482, 
1375, 2104, 1488, 681, 481, 669, 490, 
1376, 2095, 1484, 654, 499, 687, 480, 
1377, 2101, 1482, 670, 472, 672, 471, 
1378, 2097, 1473, 692, 478, 660, 490, 
1379, 2108, 1494, 694, 471, 673, 482, 
1380, 2101, 1498, 689, 480, 677, 473, 
1381, 2104, 1481, 668, 471, 694, 468, 
1382, 2102, 1495, 677, 488, 701, 472, 
1383, 2105, 1470, 695, 470, 642, 515, 
1384, 2100, 1462, 700, 482, 661, 492, 
1385, 2110, 1480, 640, 504, 697, 475, 
1386, 2099, 1478, 660, 483, 702, 475, 
1387, 2105, 1481, 647, 502, 685, 474, 
1388, 2105, 1477, 650, 500, 696, 469, 
1389, 2102, 1485, 704, 483, 651, 499, 
1390, 2101, 1495, 661, 474, 692, 479, 
1391, 2099, 1476, 696, 478, 681, 484, 
1392, 2092, 1456, 641, 499, 702, 470, 
1393, 2094, 1463, 673, 471, 707, 469, 
1394, 2101, 1468, 676, 473, 652, 504, 
1395, 2102, 1478, 659, 497, 673, 469, 
1396, 2098, 1469, 703, 482, 676, 486, 
1397, 2098, 1493, 673, 484, 680, 477, 
1398, 2104, 1472, 691, 472, 661, 492, 
1399, 2104, 1468, 670, 489, 684, 485, 
1400, 2094, 1492, 705, 465, 666, 478, 
1401, 2099, 1475, 696, 480, 654, 503, 
1402, 2104, 1469, 687, 479, 669, 496, 
1403, 2108, 1476, 674, 481, 689, 468, 
1404, 2105, 1460, 649, 505, 698, 472, 
1405, 2103, 1479, 698, 479, 650, 501, 
1406, 2103, 1474, 674, 487, 682, 475, 
1407, 2111, 1482, 674, 492, 705, 471, 
1408, 2105, 1488, 715, 468, 654, 496, 
1409, 2109, 1483, 694, 478, 668, 495, 
1410, 2099, 1492, 655, 497, 695, 484, 
1411, 2098, 1482, 665, 493, 701, 479, 
1412, 2101, 1484, 679, 467, 665, 480, 
1413, 2102, 1485, 657, 490, 712, 472, 
1414, 2108, 1472, 685, 482, 677, 488, 
1415, 2103, 1484, 651, 507, 680, 468, 
1416, 2098, 1487, 674, 484, 684, 470, 
1417, 2107, 1482, 645, 493, 684, 484, 
1418, 2096, 1485, 704, 473, 660, 483, 
1419, 2098, 1491, 700, 482, 670, 476, 
1420, 2091, 1486, 696, 473, 666, 481, 
1421, 2102, 1466, 666, 482, 698, 479, 
1422, 2096, 1488, 681, 470, 649, 501, 
1423, 2089, 1485, 673, 474, 672, 475, 
1424, 2109, 1475, 693, 463, 659, 486, 
1425, 2099, 1478, 661, 501, 699, 484, 
1426, 2101, 1469, 699, 477, 639, 495, 
1427, 2103, 1472, 679, 481, 660, 487, 
1428, 2096, 1467, 690, 483, 650, 505, 
1429, 2106, 1489, 668, 478, 690, 482, 
1430, 2104, 1498, 653, 506, 699, 464, 
1431, 2105, 1477, 678, 470, 693, 475, 
1432, 2106, 1471, 677, 474, 654, 487, 
1433, 2091, 1481, 640, 497, 677, 479, 
1434, 2104, 1484, 646, 496, 686, 467, 
1435, 2107, 1466, 653, 501, 704, 481, 
1436, 2104, 1474, 696, 481, 676, 477, 
1437, 2096, 1480, 659, 491, 698, 470, 
1438, 2108, 1463, 656, 488, 668, 475, 
1439, 2107, 1470, 656, 501, 686, 485, 
1440, 2109, 1493, 645, 504, 670, 473, 
1441, 2103, 1482, 711, 479, 665, 504, 
1442, 2101, 1480, 679, 478, 673, 489, 
1443, 2100, 1474, 660, 504, 696, 484, 
1444, 2108, 1475, 656, 488, 701, 482, 
1445, 2097, 1466, 654, 488, 687, 482, 
1446, 2103, 1494, 704, 482, 681, 477, 
1447, 2095, 1491, 692, 484, 649, 490, 
1448, 2104, 1474, 668, 470, 695, 473, 
1449, 2102, 1473, 687, 480, 659, 500, 
1450, 2105, 1478, 665, 483, 684, 473, 
1451, 2091, 1470, 668, 485, 688, 473, 
1452, 2095, 1489, 678, 474, 690, 467, 
1453, 2111, 1484, 650, 490, 677, 474, 
1454, 2110, 1466, 673, 476, 687, 481, 
1455, 2095, 1487, 664, 479, 705, 477, 
1456, 2099, 1475, 651, 504, 698, 471, 
1457, 2098, 1494, 709, 468, 661, 489, 
1458, 2092, 1482, 643, 497, 695, 477, 
1459, 2108, 1467, 681, 487, 665, 485, 
1460, 2099, 1480, 670, 495, 688, 482, 
1461, 2104, 1487, 692, 482, 670, 480, 
1462, 2097, 1467, 696, 465, 662, 500, 
1463, 2104, 1478, 681, 480, 649, 508, 
1464, 2093, 1489, 700, 468, 659, 481, 
1465, 2087, 1488, 692, 477, 656, 486, 
1466, 2105, 1471, 650, 516, 688, 484, 
1467, 2102, 1488, 686, 477, 655, 503, 
1468, 2104, 1483, 651, 499, 696, 480, 
1469, 2093, 1490, 660, 487, 703, 480, 
1470, 2105, 1486, 677, 482, 703, 470, 
1471, 2097, 1491, 667, 485, 693, 477, 
1472, 2100, 1476, 704, 473, 674, 478, 
1473, 2110, 1465, 681, 465, 688, 482, 
1474, 2106, 1482, 688, 470, 665, 502, 
1475, 2093, 1474, 673, 484, 649, 504, 
1476, 2100, 1484, 701, 465, 658, 499, 
1477, 2109, 1481, 675, 489, 704, 469, 
1478, 2103, 1476, 703, 474, 651, 500, 
1479, 2103, 1467, 686, 465, 674, 474, 
1480, 2104, 1475, 687, 484, 658, 495, 
1481, 2099, 1476, 669, 470, 688, 466, 
1482, 2100, 1486, 681, 465, 681, 480, 
1483, 2089, 1476, 650, 493, 698, 478, 
1484, 2102, 1475, 666, 486, 701, 469, 
1485, 2111, 1476, 677, 483, 662, 470, 
1486, 2098, 1488, 661, 506, 702, 472, 
1487, 2102, 1482, 696, 476, 656, 485, 
1488, 2109, 1498, 652, 502, 672, 469, 
1489, 2105, 1470, 709, 466, 667, 491, 
1490, 2100, 1481, 660, 486, 709, 480, 
1491, 2104, 1468, 672, 470, 681, 468, 
1492, 2111, 1470, 679, 476, 654, 510, 
1493, 2096, 1480, 654, 492, 689, 486, 
1494, 2109, 1482, 659, 507, 709, 474, 
1495, 2100, 1490, 662, 487, 697, 482, 
1496, 2107, 1474, 682, 472, 650, 500, 
1497, 2106, 1470, 678, 485, 665, 478, 
1498, 2107, 1479, 682, 470, 645, 508, 
1499, 2103, 1465, 646, 498, 689, 469, 
1500, 2097, 1479, 687, 477, 673, 483, 
1501, 2103, 1486, 648, 485, 705, 474, 
1502, 2097, 1474, 654, 495, 695, 478, 
1503, 2097, 1463, 647, 500, 707, 471, 
1504, 2107, 1483, 681, 481, 692, 465, 
1505, 2094, 1463, 701, 473, 653, 501, 
1506, 2107, 1486, 663, 506, 703, 476, 
1507, 2106, 1480, 700, 481, 671, 482, 
1508, 2095, 1461, 705, 465, 668, 500, 
1509, 2087, 1474, 654, 499, 696, 479, 
1510, 2108, 1496, 690, 474, 669, 480, 
1511, 2101, 1481, 689, 470, 652, 494, 
1512, 2090, 1472, 677, 470, 662, 492, 
1513, 2105, 1485, 709, 485, 665, 499, 
1514, 2105, 1472, 684, 465, 674, 474, 
1515, 2101, 1466, 685, 482, 664, 476, 
1516, 2087, 1490, 641, 511, 698, 483, 
1517, 2103, 1488, 671, 491, 690, 464, 
1518, 2106, 1467, 698, 466, 668, 487, 
1519, 2102, 1470, 699, 469, 660, 490, 
1520, 2110, 1484, 676, 474, 669, 498, 
1521, 2092, 1494, 658, 496, 682, 467, 
1522, 2099, 1481, 698, 479, 648, 494, 
1523, 2110, 1490, 650, 492, 713, 480, 
1524, 2084, 1468, 681, 467, 656, 499, 
1525, 2099, 1481, 675, 473, 677, 480, 
1526, 2103, 1481, 681, 464, 667, 492, 
1527, 2087, 1492, 673, 479, 684, 486, 
1528, 2106, 1484, 703, 485, 656, 504, 
1529, 2083, 1476, 681, 472, 647, 503, 
1530, 2099, 1486, 696, 464, 674, 483, 
1531, 2106, 1459, 676, 468, 652, 503, 
1532, 2102, 1476, 690, 467, 658, 492, 
1533, 2101, 1466, 653, 500, 696, 481, 
1534, 2105, 1467, 699, 464, 667, 499, 
1535, 2106, 1468, 654, 503, 694, 474, 
1536, 2102, 1457, 694, 471, 653, 489, 
1537, 2106, 1471, 637, 512, 687, 482, 
1538, 2107, 1487, 662, 481, 694, 478, 
1539, 2091, 1489, 693, 478, 666, 489, 
1540, 2108, 1479, 683, 478, 666, 499, 
1541, 2103, 1494, 692, 468, 639, 509, 
1542, 2107, 1479, 655, 500, 685, 479, 
1543, 2106, 1481, 655, 495, 674, 480, 
1544, 2105, 1468, 660, 487, 691, 479, 
1545, 2096, 1467, 636, 493, 706, 484, 
1546, 2104, 1498, 662, 491, 678, 483, 
1547, 2110, 1474, 696, 481, 671, 470, 
1548, 2107, 1471, 688, 482, 671, 480, 
1549, 2104, 1470, 674, 477, 646, 494, 
1550, 2102, 1482, 668, 476, 693, 482, 
1551, 2106, 1473, 662, 497, 698, 472, 
1552, 2095, 1483, 661, 503, 689, 465, 
1553, 2105, 1483, 637, 499, 683, 470, 
1554, 2099, 1472, 703, 473, 651, 499, 
1555, 2105, 1473, 696, 485, 648, 502, 
1556, 2102, 1481, 647, 505, 683, 481, 
1557, 2097, 1472, 688, 485, 662, 486, 
1558, 2104, 1480, 650, 513, 699, 471, 
1559, 2099, 1476, 657, 481, 674, 478, 
1560, 2097, 1475, 688, 467, 655, 497, 
1561, 2108, 1481, 645, 496, 686, 479, 
1562, 2103, 1476, 666, 479, 701, 467, 
1563, 2091, 1484, 645, 489, 702, 465, 
1564, 2109, 1481, 700, 466, 659, 499, 
1565, 2102, 1468, 641, 507, 711, 479, 
1566, 2111, 1484, 645, 497, 680, 473, 
1567, 2102, 1476, 679, 477, 658, 491, 
1568, 2100, 1481, 686, 476, 660, 476, 
1569, 2100, 1458, 699, 475, 656, 512, 
1570, 2104, 1497, 711, 469, 678, 479, 
1571, 2110, 1493, 697, 484, 666, 467, 
1572, 2095, 1486, 651, 506, 698, 477, 
1573, 2106, 1483, 696, 474, 660, 478, 
1574, 2102, 1478, 694, 478, 681, 481, 
1575, 2104, 1481, 660, 491, 676, 467, 
1576, 2100, 1472, 664, 501, 702, 483, 
1577, 2107, 1487, 650, 495, 686, 475, 
1578, 2107, 1464, 649, 498, 711, 475, 
1579, 2101, 1471, 661, 481, 680, 470, 
1580, 2098, 1484, 670, 472, 693, 472, 
1581, 2100, 1461, 682, 477, 682, 479, 
1582, 2106, 1477, 658, 478, 706, 482, 
1583, 2100, 1467, 704, 471, 668, 470, 
1584, 2087, 1482, 690, 472, 648, 512, 
1585, 2107, 1481, 682, 474, 666, 483, 
1586, 2111, 1480, 682, 470, 653, 502, 
1587, 2095, 1479, 687, 479, 680, 472, 
1588, 2097, 1482, 690, 468, 657, 488, 
1589, 2095, 1462, 657, 491, 685, 468, 
1590, 2106, 1461, 703, 470, 674, 483, 
1591, 2101, 1484, 704, 472, 672, 480, 
1592, 2101, 1480, 683, 472, 652, 488, 
1593, 2102, 1481, 669, 481, 698, 474, 
1594, 2101, 1460, 670, 481, 679, 471, 
1595, 2100, 1487, 695, 474, 653, 487, 
1596, 2097, 1473, 636, 508, 685, 479, 
1597, 2093, 1486, 644, 511, 710, 481, 
1598, 2092, 1480, 660, 476, 686, 466, 
1599, 2093, 1463, 682, 478, 658, 493, 
1600, 2099, 1469, 674, 468, 647, 501, 
1601, 2098, 1468, 685, 481, 680, 470, 
1602, 2108, 1464, 656, 503, 688, 467, 
1603, 2093, 1462, 639, 511, 704, 466, 
1604, 2100, 1459, 695, 474, 666, 490, 
1605, 2109, 1487, 696, 465, 651, 487, 
1606, 2097, 1478, 649, 495, 699, 475, 
1607, 2099, 1492, 652, 493, 707, 475, 
1608, 2099, 1473, 673, 466, 674, 473, 
1609, 2098, 1486, 698, 474, 670, 490, 
1610, 2102, 1471, 649, 515, 698, 471, 
1611, 2101, 1471, 659, 498, 691, 473, 
1612, 2108, 1469, 702, 479, 651, 491, 
1613, 2099, 1494, 680, 484, 653, 483, 
1614, 2104, 1465, 649, 486, 697, 477, 
1615, 2090, 1482, 652, 488, 679, 477, 
1616, 2104, 1492, 699, 480, 658, 498, 
1617, 2107, 1490, 681, 463, 675, 481, 
1618, 2104, 1485, 674, 473, 713, 473, 
1619, 2103, 1475, 652, 486, 697, 470, 
1620, 2107, 1471, 703, 484, 663, 472, 
1621, 2104, 1487, 680, 478, 665, 484, 
1622, 2087, 1474, 666, 475, 703, 478, 
1623, 2106, 1481, 659, 492, 680, 471, 
1624, 2109, 1472, 649, 490, 687, 479, 
1625, 2109, 1476, 656, 499, 685, 483, 
1626, 2095, 1480, 685, 478, 661, 508, 
1627, 2107, 1472, 656, 488, 683, 487, 
1628, 2093, 1468, 645, 494, 699, 474, 
1629, 2097, 1470, 690, 482, 672, 479, 
1630, 2102, 1488, 668, 468, 672, 482, 
1631, 2102, 1494, 656, 491, 690, 474, 
1632, 2096, 1475, 659, 497, 679, 467, 
1633, 2105, 1465, 643, 502, 689, 472, 
1634, 2100, 1482, 712, 473, 660, 500, 
1635, 2099, 1472, 664, 506, 710, 478, 
1636, 2101, 1485, 649, 486, 697, 466, 
1637, 2104, 1482, 650, 493, 699, 470, 
1638, 2108, 1485, 666, 482, 688, 469, 
1639, 2111, 1489, 672, 469, 671, 485, 
1640, 2098, 1481, 693, 482, 657, 507, 
1641, 2108, 1472, 656, 487, 691, 466, 
1642, 2103, 1490, 651, 517, 693, 477, 
1643, 2106, 1475, 685, 476, 668, 479, 
1644, 2102, 1480, 686, 478, 665, 493, 
1645, 2111, 1494, 655, 484, 681, 480, 
1646, 2093, 1454, 643, 504, 687, 464, 
1647, 2098, 1473, 694, 483, 669, 490, 
1648, 2098, 1482, 691, 468, 668, 475, 
1649, 2096, 1488, 647, 504, 703, 483, 
1650, 2096, 1492, 688, 466, 649, 489, 
1651, 2091, 1497, 643, 501, 681, 483, 
1652, 2095, 1478, 688, 474, 676, 487, 
1653, 2105, 1480, 685, 473, 676, 478, 
1654, 2109, 1486, 653, 503, 683, 487, 
1655, 2098, 1490, 693, 485, 651, 507, 
1656, 2104, 1489, 663, 476, 699, 484, 
1657, 2097, 1476, 687, 479, 668, 492, 
1658, 2098, 1486, 691, 473, 652, 499, 
1659, 2104, 1491, 695, 475, 663, 502, 
1660, 2094, 1485, 697, 469, 644, 493, 
1661, 2108, 1482, 680, 482, 652, 483, 
1662, 2105, 1472, 701, 479, 662, 498, 
1663, 2099, 1466, 649, 500, 690, 472, 
1664, 2107, 1482, 705, 474, 666, 487, 
1665, 2093, 1476, 661, 480, 698, 467, 
1666, 2111, 1483, 696, 484, 651, 507, 
1667, 2091, 1466, 677, 483, 680, 480, 
1668, 2107, 1477, 644, 515, 694, 474, 
1669, 2102, 1496, 642, 496, 681, 474, 
1670, 2099, 1486, 660, 500, 683, 476, 
1671, 2091, 1476, 681, 475, 712, 482, 
1672, 2111, 1485, 705, 476, 659, 486, 
1673, 2101, 1460, 652, 497, 700, 476, 
1674, 2091, 1480, 665, 485, 694, 481, 
1675, 2107, 1479, 656, 500, 699, 478, 
1676, 2111, 1482, 650, 504, 700, 468, 
1677, 2100, 1494, 682, 486, 681, 484, 
1678, 2106, 1490, 697, 463, 672, 471, 
1679, 2099, 1478, 704, 468, 652, 491, 
1680, 2108, 1488, 676, 472, 651, 500, 
1681, 2103, 1457, 647, 509, 694, 479, 
1682, 2107, 1474, 689, 482, 650, 505, 
1683, 2106, 1473, 638, 495, 705, 464, 
1684, 2102, 1487, 697, 465, 653, 493, 
1685, 2110, 1495, 681, 483, 660, 483, 
1686, 2108, 1464, 693, 469, 672, 476, 
1687, 2101, 1473, 657, 477, 698, 478, 
1688, 2103, 1481, 670, 495, 709, 470, 
1689, 2098, 1467, 703, 465, 660, 492, 
1690, 2103, 1481, 685, 483, 642, 490, 
1691, 2097, 1468, 663, 484, 686, 466, 
1692, 2098, 1457, 663, 482, 698, 476, 
1693, 2105, 1473, 671, 468, 666, 492, 
1694, 2105, 1470, 665, 480, 698, 481, 
1695, 2104, 1484, 695, 470, 656, 504, 
1696, 2102, 1477, 688, 471, 667, 465, 
1697, 2104, 1488, 660, 506, 682, 487, 
1698, 2101, 1483, 659, 496, 706, 466, 
1699, 2094, 1483, 655, 492, 700, 482, 
1700, 2095, 1478, 674, 476, 682, 478, 
1701, 2104, 1477, 656, 494, 697, 481, 
1702, 2090, 1468, 705, 482, 648, 494, 
1703, 2106, 1477, 674, 482, 691, 487, 
1704, 2099, 1480, 662, 504, 689, 483, 
