nbElements: 2153
index, hauteurTotale, largeurTotale, hauteurInterGondsGauche, hauteurGondSommetGauche, hauteurInterGondsDroite, hauteurGondSommetDroite, 
1149, 2101, 1486, 699, 474, 645, 495, 
1150, 2100, 1492, 698, 466, 654, 509, 
1151, 2109, 1488, 692, 466, 670, 478, 
1152, 2104, 1478, 669, 466, 657, 486, 
1153, 2095, 1475, 641, 510, 686, 477, 
1154, 2104, 1490, 697, 470, 667, 495, 
1155, 2105, 1470, 641, 503, 688, 471, 
1156, 2109, 1469, 664, 489, 695, 474, 
1157, 2110, 1479, 700, 478, 663, 477, 
1158, 2102, 1468, 649, 490, 702, 482, 
1159, 2109, 1474, 668, 465, 655, 496, 
1160, 2101, 1474, 689, 469, 654, 500, 
1161, 2112, 1466, 679, 467, 657, 502, 
1162, 2097, 1484, 685, 476, 676, 469, 
1163, 2104, 1478, 686, 465, 657, 496, 
1164, 2109, 1480, 651, 508, 682, 474, 
1165, 2095, 1488, 642, 496, 679, 468, 
1166, 2109, 1482, 673, 479, 686, 473, 
1167, 2108, 1492, 702, 468, 669, 492, 
1168, 2106, 1481, 654, 487, 688, 469, 
1169, 2112, 1476, 652, 491, 686, 478, 
1170, 2096, 1489, 659, 503, 683, 473, 
1171, 2095, 1463, 645, 513, 698, 481, 
1172, 2102, 1479, 662, 485, 694, 471, 
1173, 2097, 1494, 679, 477, 693, 468, 
1174, 2102, 1488, 663, 483, 690, 482, 
1175, 2099, 1498, 698, 482, 643, 493, 
1176, 2107, 1494, 672, 485, 664, 487, 
1177, 2102, 1473, 637, 506, 685, 475, 
1178, 2112, 1484, 669, 480, 656, 498, 
1179, 2104, 1488, 697, 475, 643, 501, 
1180, 2105, 1467, 713, 474, 659, 490, 
1181, 2111, 1482, 687, 474, 670, 479, 
1182, 2100, 1466, 694, 475, 670, 476, 
1183, 2102, 1482, 686, 471, 657, 494, 
1184, 2106, 1470, 676, 473, 674, 481, 
1185, 2106, 1481, 660, 496, 696, 469, 
1186, 2110, 1476, 671, 477, 659, 483, 
1187, 2104, 1476, 641, 494, 688, 481, 
1188, 2103, 1477, 688, 481, 665, 500, 
1189, 2100, 1491, 663, 476, 679, 475, 
1190, 2098, 1466, 689, 479, 671, 489, 
1191, 2109, 1486, 672, 481, 688, 479, 
1192, 2099, 1478, 689, 470, 651, 489, 
1193, 2105, 1497, 677, 483, 665, 482, 
1194, 2108, 1487, 693, 470, 664, 502, 
1195, 2112, 1482, 658, 503, 677, 475, 
1196, 2104, 1481, 689, 476, 655, 511, 
1197, 2096, 1489, 654, 494, 677, 470, 
1198, 2099, 1477, 694, 474, 656, 493, 
1199, 2108, 1478, 690, 465, 668, 497, 
1200, 2108, 1477, 684, 479, 641, 502, 
1201, 2112, 1486, 691, 474, 644, 508, 
1202, 2099, 1479, 696, 484, 656, 495, 
1203, 2098, 1497, 697, 484, 654, 497, 
1204, 2105, 1476, 657, 488, 707, 479, 
1205, 2110, 1471, 671, 485, 657, 502, 
1206, 2101, 1495, 701, 484, 671, 467, 
1207, 2109, 1470, 661, 494, 697, 477, 
1208, 2102, 1492, 659, 499, 688, 485, 
1209, 2101, 1480, 658, 491, 692, 467, 
1210, 2109, 1479, 682, 483, 647, 503, 
1211, 2110, 1487, 669, 479, 650, 497, 
1212, 2108, 1493, 676, 482, 655, 506, 
1213, 2107, 1475, 683, 474, 707, 474, 
1214, 2102, 1468, 691, 480, 650, 485, 
1215, 2099, 1467, 646, 503, 704, 481, 
1216, 2107, 1499, 651, 498, 703, 482, 
1217, 2107, 1481, 656, 495, 696, 477, 
1218, 2109, 1494, 658, 492, 686, 479, 
1219, 2102, 1492, 660, 491, 679, 468, 
1220, 2105, 1469, 685, 485, 675, 476, 
1221, 2109, 1471, 652, 504, 702, 476, 
1222, 2109, 1487, 650, 482, 695, 480, 
1223, 2101, 1471, 672, 474, 669, 469, 
1224, 2104, 1490, 645, 498, 702, 478, 
1225, 2110, 1479, 684, 475, 693, 474, 
1226, 2103, 1492, 660, 506, 670, 468, 
1227, 2111, 1463, 650, 492, 703, 474, 
1228, 2108, 1476, 661, 488, 705, 484, 
1229, 2096, 1486, 683, 467, 664, 473, 
1230, 2110, 1473, 689, 473, 676, 486, 
1231, 2110, 1477, 650, 495, 670, 476, 
1232, 2099, 1480, 662, 486, 678, 472, 
1233, 2105, 1466, 701, 474, 673, 487, 
1234, 2095, 1478, 678, 476, 657, 496, 
1235, 2105, 1474, 649, 501, 689, 479, 
1236, 2111, 1494, 648, 496, 692, 469, 
1237, 2095, 1487, 671, 491, 683, 471, 
1238, 2109, 1498, 663, 485, 711, 485, 
1239, 2103, 1471, 688, 485, 659, 497, 
1240, 2109, 1481, 651, 493, 678, 469, 
1241, 2109, 1466, 678, 485, 655, 493, 
1242, 2109, 1494, 651, 506, 710, 472, 
1243, 2105, 1480, 675, 481, 701, 466, 
1244, 2106, 1479, 665, 471, 686, 468, 
1245, 2103, 1486, 701, 469, 653, 487, 
1246, 2103, 1491, 704, 472, 671, 483, 
1247, 2094, 1479, 674, 487, 689, 467, 
1248, 2100, 1478, 672, 475, 673, 489, 
1249, 2105, 1464, 682, 470, 662, 485, 
1250, 2103, 1495, 657, 501, 701, 475, 
1251, 2103, 1493, 670, 476, 698, 469, 
1252, 2110, 1480, 673, 479, 689, 485, 
1253, 2109, 1471, 696, 474, 649, 489, 
1254, 2100, 1464, 665, 479, 676, 478, 
1255, 2100, 1490, 695, 475, 678, 483, 
1256, 2110, 1496, 689, 485, 648, 501, 
1257, 2103, 1483, 691, 481, 659, 490, 
1258, 2111, 1470, 676, 474, 701, 481, 
1259, 2107, 1494, 686, 469, 677, 479, 
1260, 2099, 1481, 681, 472, 679, 469, 
1261, 2110, 1486, 678, 485, 662, 473, 
1262, 2110, 1480, 702, 484, 670, 468, 
1263, 2107, 1499, 659, 483, 692, 468, 
1264, 2104, 1485, 669, 484, 676, 479, 
1265, 2101, 1481, 670, 469, 672, 492, 
1266, 2107, 1480, 648, 494, 679, 478, 
1267, 2101, 1477, 670, 481, 661, 480, 
1268, 2107, 1483, 692, 484, 663, 479, 
1269, 2107, 1475, 677, 470, 675, 484, 
1270, 2110, 1475, 663, 481, 695, 474, 
1271, 2112, 1472, 670, 474, 678, 472, 
1272, 2095, 1493, 641, 505, 671, 482, 
1273, 2105, 1474, 701, 485, 658, 481, 
1274, 2104, 1479, 684, 477, 666, 482, 
1275, 2098, 1483, 651, 512, 687, 466, 
1276, 2108, 1474, 651, 486, 695, 470, 
1277, 2112, 1473, 694, 472, 647, 490, 
1278, 2103, 1476, 687, 484, 644, 503, 
1279, 2095, 1472, 678, 485, 673, 470, 
1280, 2104, 1496, 648, 495, 675, 477, 
1281, 2111, 1474, 652, 508, 681, 480, 
1282, 2107, 1491, 699, 470, 655, 482, 
1283, 2097, 1487, 690, 473, 667, 492, 
1284, 2098, 1484, 688, 475, 658, 474, 
1285, 2111, 1478, 712, 468, 644, 488, 
1286, 2099, 1486, 656, 503, 690, 483, 
1287, 2105, 1476, 691, 474, 649, 489, 
1288, 2102, 1487, 669, 487, 694, 483, 
1289, 2108, 1491, 703, 483, 677, 481, 
1290, 2097, 1489, 650, 496, 679, 485, 
1291, 2101, 1485, 667, 488, 691, 470, 
1292, 2104, 1489, 650, 487, 688, 469, 
1293, 2110, 1498, 680, 481, 688, 485, 
1294, 2103, 1486, 658, 492, 687, 483, 
1295, 2103, 1485, 673, 480, 669, 473, 
1296, 2110, 1475, 655, 483, 714, 471, 
1297, 2108, 1464, 656, 487, 675, 479, 
1298, 2112, 1492, 652, 508, 709, 473, 
1299, 2102, 1480, 669, 473, 693, 473, 
1300, 2105, 1488, 687, 466, 637, 500, 
1301, 2099, 1489, 693, 480, 666, 477, 
1302, 2106, 1464, 668, 477, 692, 485, 
1303, 2110, 1479, 652, 502, 701, 481, 
1304, 2101, 1488, 707, 466, 656, 490, 
1305, 2104, 1479, 685, 485, 664, 486, 
1306, 2104, 1488, 704, 483, 653, 512, 
1307, 2112, 1492, 683, 466, 692, 466, 
1308, 2112, 1490, 660, 481, 702, 465, 
1309, 2105, 1475, 676, 485, 668, 480, 
1310, 2110, 1468, 661, 478, 696, 471, 
1311, 2108, 1486, 695, 467, 651, 507, 
1312, 2111, 1478, 686, 472, 672, 476, 
1313, 2101, 1483, 675, 469, 664, 497, 
1314, 2105, 1469, 655, 495, 693, 465, 
1315, 2101, 1472, 690, 470, 676, 479, 
1316, 2102, 1495, 679, 473, 659, 490, 
1317, 2106, 1477, 685, 473, 645, 507, 
1318, 2110, 1476, 663, 488, 683, 473, 
1319, 2109, 1474, 704, 467, 641, 495, 
1320, 2109, 1464, 706, 479, 669, 482, 
1321, 2106, 1472, 695, 470, 658, 496, 
1322, 2106, 1477, 687, 466, 661, 476, 
1323, 2097, 1469, 698, 485, 678, 468, 
1324, 2109, 1499, 679, 471, 659, 486, 
1325, 2091, 1493, 686, 468, 668, 496, 
1326, 2098, 1489, 714, 475, 659, 492, 
1327, 2105, 1488, 673, 475, 660, 480, 
1328, 2110, 1484, 675, 473, 699, 468, 
1329, 2111, 1473, 683, 477, 673, 481, 
1330, 2103, 1500, 702, 482, 658, 481, 
1331, 2107, 1465, 692, 465, 649, 503, 
1332, 2100, 1482, 709, 476, 666, 486, 
1333, 2109, 1476, 703, 476, 652, 510, 
1334, 2106, 1478, 664, 472, 702, 476, 
1335, 2103, 1480, 695, 484, 661, 500, 
1336, 2107, 1483, 687, 474, 657, 480, 
1337, 2104, 1492, 701, 478, 670, 480, 
1338, 2104, 1478, 662, 487, 687, 480, 
1339, 2099, 1487, 660, 486, 685, 483, 
1340, 2110, 1481, 699, 484, 669, 479, 
1341, 2109, 1465, 709, 477, 671, 480, 
1342, 2101, 1464, 694, 475, 645, 504, 
1343, 2107, 1494, 641, 506, 695, 468, 
1344, 2111, 1465, 660, 496, 699, 478, 
1345, 2105, 1487, 692, 476, 668, 489, 
1346, 2108, 1476, 669, 484, 652, 496, 
1347, 2105, 1470, 684, 478, 660, 501, 
1348, 2102, 1478, 640, 496, 697, 483, 
1349, 2112, 1479, 644, 511, 684, 479, 
1350, 2110, 1484, 692, 468, 681, 476, 
1351, 2105, 1463, 694, 484, 657, 493, 
1352, 2106, 1482, 664, 501, 713, 475, 
1353, 2102, 1491, 703, 467, 666, 476, 
1354, 2108, 1481, 649, 485, 691, 482, 
1355, 2104, 1486, 668, 475, 675, 471, 
1356, 2106, 1488, 675, 466, 655, 499, 
1357, 2105, 1477, 674, 484, 640, 503, 
1358, 2106, 1476, 643, 493, 695, 465, 
1359, 2102, 1482, 668, 492, 699, 479, 
1360, 2105, 1480, 648, 514, 690, 468, 
1361, 2105, 1464, 651, 496, 695, 468, 
1362, 2109, 1481, 686, 466, 664, 478, 
1363, 2109, 1492, 665, 494, 668, 466, 
1364, 2108, 1480, 705, 485, 664, 479, 
1365, 2100, 1478, 681, 470, 659, 495, 
1366, 2103, 1476, 656, 495, 689, 483, 
1367, 2111, 1475, 670, 487, 699, 475, 
1368, 2111, 1480, 682, 476, 666, 489, 
1369, 2109, 1487, 674, 477, 681, 476, 
1370, 2110, 1472, 648, 499, 688, 485, 
1371, 2100, 1485, 665, 484, 704, 476, 
1372, 2104, 1485, 694, 476, 669, 490, 
1373, 2108, 1490, 644, 500, 694, 466, 
1374, 2098, 1495, 682, 484, 651, 503, 
1375, 2108, 1485, 652, 498, 709, 474, 
1376, 2102, 1485, 676, 473, 694, 466, 
1377, 2110, 1478, 693, 465, 674, 472, 
1378, 2102, 1463, 658, 488, 689, 476, 
1379, 2110, 1483, 688, 479, 668, 485, 
1380, 2103, 1468, 643, 487, 700, 472, 
1381, 2103, 1482, 662, 486, 684, 469, 
1382, 2108, 1475, 662, 500, 695, 482, 
1383, 2097, 1478, 688, 466, 672, 481, 
1384, 2101, 1476, 701, 482, 670, 495, 
1385, 2110, 1484, 691, 468, 657, 501, 
1386, 2105, 1494, 651, 514, 685, 481, 
1387, 2111, 1480, 662, 494, 678, 475, 
1388, 2108, 1483, 663, 480, 699, 474, 
1389, 2104, 1490, 677, 468, 688, 475, 
1390, 2104, 1464, 660, 489, 691, 465, 
1391, 2109, 1480, 656, 486, 697, 478, 
1392, 2100, 1491, 686, 474, 659, 495, 
1393, 2101, 1468, 700, 474, 655, 500, 
1394, 2110, 1482, 691, 483, 649, 503, 
1395, 2103, 1480, 693, 485, 638, 502, 
1396, 2109, 1466, 706, 479, 666, 482, 
1397, 2093, 1465, 692, 470, 659, 492, 
1398, 2097, 1477, 682, 468, 668, 482, 
1399, 2101, 1487, 693, 469, 656, 497, 
1400, 2102, 1480, 686, 476, 658, 501, 
1401, 2096, 1490, 638, 504, 701, 469, 
1402, 2103, 1480, 710, 467, 668, 475, 
1403, 2099, 1487, 695, 473, 647, 500, 
1404, 2095, 1471, 664, 475, 691, 474, 
1405, 2110, 1485, 685, 474, 675, 490, 
1406, 2111, 1469, 673, 469, 651, 492, 
1407, 2101, 1479, 641, 496, 706, 479, 
1408, 2103, 1491, 700, 470, 653, 508, 
1409, 2099, 1472, 658, 502, 684, 471, 
1410, 2101, 1479, 681, 477, 656, 505, 
1411, 2104, 1484, 664, 489, 680, 469, 
1412, 2110, 1473, 653, 494, 687, 474, 
1413, 2109, 1485, 678, 471, 672, 496, 
1414, 2096, 1476, 690, 482, 680, 489, 
1415, 2104, 1490, 705, 485, 671, 483, 
1416, 2111, 1491, 653, 501, 679, 481, 
1417, 2100, 1484, 669, 491, 702, 472, 
1418, 2101, 1474, 642, 501, 695, 465, 
1419, 2111, 1487, 699, 466, 656, 492, 
1420, 2105, 1494, 694, 466, 662, 499, 
1421, 2104, 1481, 690, 477, 653, 490, 
1422, 2110, 1481, 652, 482, 693, 468, 
1423, 2107, 1474, 681, 470, 653, 502, 
1424, 2097, 1473, 676, 484, 658, 481, 
1425, 2108, 1479, 648, 500, 693, 474, 
1426, 2101, 1486, 692, 471, 648, 502, 
1427, 2110, 1496, 658, 497, 686, 473, 
1428, 2108, 1469, 641, 504, 681, 479, 
1429, 2104, 1495, 702, 482, 641, 505, 
1430, 2104, 1495, 692, 466, 648, 493, 
1431, 2102, 1479, 681, 479, 668, 494, 
1432, 2104, 1471, 660, 502, 680, 483, 
1433, 2111, 1478, 638, 507, 686, 473, 
1434, 2106, 1473, 677, 473, 668, 483, 
1435, 2111, 1490, 692, 475, 645, 497, 
1436, 2108, 1480, 696, 477, 661, 496, 
1437, 2107, 1470, 661, 492, 684, 473, 
1438, 2100, 1465, 689, 475, 660, 487, 
1439, 2106, 1470, 667, 475, 694, 468, 
1440, 2103, 1476, 699, 474, 651, 495, 
1441, 2109, 1485, 658, 498, 707, 469, 
1442, 2110, 1492, 663, 507, 686, 477, 
1443, 2099, 1479, 696, 482, 659, 490, 
1444, 2095, 1466, 659, 491, 694, 481, 
1445, 2100, 1470, 657, 485, 712, 474, 
1446, 2104, 1466, 705, 474, 654, 493, 
1447, 2110, 1487, 694, 483, 672, 493, 
1448, 2103, 1475, 644, 506, 685, 483, 
1449, 2102, 1486, 686, 465, 665, 494, 
1450, 2098, 1484, 671, 485, 668, 481, 
1451, 2098, 1479, 680, 469, 647, 502, 
1452, 2107, 1467, 708, 472, 678, 489, 
1453, 2091, 1487, 691, 478, 654, 491, 
1454, 2097, 1475, 696, 466, 661, 494, 
1455, 2099, 1494, 703, 477, 656, 494, 
1456, 2104, 1466, 685, 467, 645, 501, 
1457, 2103, 1493, 681, 481, 652, 511, 
1458, 2107, 1470, 693, 467, 665, 485, 
1459, 2110, 1470, 688, 477, 652, 491, 
1460, 2111, 1480, 670, 489, 689, 483, 
1461, 2106, 1489, 674, 469, 660, 483, 
1462, 2098, 1491, 655, 482, 687, 470, 
1463, 2108, 1485, 665, 496, 682, 471, 
1464, 2105, 1483, 685, 480, 674, 495, 
1465, 2109, 1492, 675, 468, 692, 481, 
1466, 2106, 1476, 686, 465, 654, 499, 
1467, 2108, 1474, 662, 494, 683, 481, 
1468, 2112, 1480, 662, 505, 688, 477, 
1469, 2112, 1483, 648, 507, 684, 471, 
1470, 2099, 1482, 677, 474, 705, 476, 
1471, 2107, 1480, 649, 507, 689, 474, 
1472, 2109, 1479, 702, 478, 672, 493, 
1473, 2110, 1471, 646, 506, 690, 466, 
1474, 2106, 1474, 655, 505, 672, 479, 
1475, 2105, 1490, 680, 471, 641, 497, 
1476, 2111, 1465, 657, 492, 708, 485, 
1477, 2108, 1498, 641, 514, 680, 485, 
1478, 2108, 1476, 659, 496, 694, 472, 
1479, 2111, 1473, 648, 495, 677, 469, 
1480, 2112, 1481, 653, 486, 683, 484, 
1481, 2099, 1483, 672, 471, 701, 478, 
1482, 2098, 1489, 649, 510, 680, 465, 
1483, 2109, 1480, 694, 466, 654, 493, 
1484, 2096, 1483, 708, 477, 674, 488, 
1485, 2108, 1476, 665, 491, 687, 474, 
1486, 2106, 1471, 661, 488, 688, 465, 
1487, 2107, 1478, 686, 481, 667, 481, 
1488, 2110, 1487, 657, 489, 681, 477, 
1489, 2104, 1474, 653, 495, 696, 468, 
1490, 2105, 1488, 689, 470, 647, 501, 
1491, 2111, 1467, 644, 496, 676, 480, 
1492, 2098, 1469, 667, 485, 690, 481, 
1493, 2112, 1480, 684, 470, 668, 494, 
1494, 2110, 1477, 636, 514, 694, 472, 
1495, 2101, 1471, 682, 474, 665, 502, 
1496, 2104, 1479, 641, 504, 689, 465, 
1497, 2099, 1474, 667, 484, 678, 468, 
1498, 2101, 1477, 696, 485, 665, 476, 
1499, 2098, 1460, 696, 480, 655, 493, 
1500, 2105, 1480, 679, 483, 658, 499, 
1501, 2109, 1492, 651, 497, 678, 466, 
1502, 2100, 1487, 705, 479, 670, 468, 
1503, 2098, 1476, 659, 501, 698, 472, 
1504, 2104, 1490, 689, 467, 674, 469, 
1505, 2096, 1480, 687, 467, 670, 500, 
1506, 2110, 1488, 693, 473, 680, 478, 
1507, 2107, 1488, 703, 466, 667, 487, 
1508, 2106, 1481, 697, 483, 648, 485, 
1509, 2092, 1481, 672, 470, 654, 510, 
1510, 2106, 1494, 688, 469, 651, 486, 
1511, 2108, 1496, 666, 492, 699, 478, 
1512, 2101, 1472, 679, 478, 662, 495, 
1513, 2112, 1471, 671, 477, 691, 481, 
1514, 2097, 1481, 648, 499, 693, 466, 
1515, 2095, 1496, 661, 486, 677, 479, 
1516, 2110, 1485, 652, 499, 695, 470, 
1517, 2102, 1479, 661, 499, 691, 485, 
1518, 2112, 1467, 684, 472, 668, 485, 
1519, 2103, 1483, 664, 483, 687, 481, 
1520, 2092, 1478, 701, 465, 662, 486, 
1521, 2100, 1478, 659, 500, 690, 470, 
1522, 2103, 1479, 687, 466, 656, 497, 
1523, 2104, 1487, 672, 482, 671, 486, 
1524, 2102, 1476, 656, 493, 679, 485, 
1525, 2106, 1497, 682, 483, 667, 489, 
1526, 2110, 1472, 667, 492, 687, 470, 
1527, 2103, 1480, 701, 483, 658, 500, 
1528, 2109, 1492, 676, 477, 660, 491, 
1529, 2104, 1478, 689, 483, 653, 483, 
1530, 2110, 1490, 686, 474, 644, 494, 
1531, 2108, 1480, 664, 486, 683, 476, 
1532, 2108, 1481, 676, 466, 656, 482, 
1533, 2103, 1485, 691, 472, 660, 490, 
1534, 2102, 1486, 681, 467, 666, 485, 
1535, 2110, 1475, 666, 488, 681, 484, 
1536, 2109, 1482, 650, 483, 707, 470, 
1537, 2105, 1472, 672, 482, 692, 480, 
1538, 2109, 1494, 686, 474, 653, 494, 
1539, 2108, 1494, 677, 480, 654, 483, 
1540, 2110, 1469, 656, 494, 685, 484, 
1541, 2110, 1469, 695, 468, 655, 490, 
1542, 2100, 1479, 651, 494, 700, 476, 
1543, 2103, 1493, 644, 503, 703, 467, 
1544, 2097, 1488, 659, 508, 679, 471, 
1545, 2110, 1484, 661, 478, 682, 477, 
1546, 2103, 1476, 663, 481, 691, 474, 
1547, 2103, 1474, 644, 496, 695, 473, 
1548, 2106, 1471, 698, 469, 668, 490, 
1549, 2099, 1489, 695, 472, 657, 492, 
1550, 2102, 1485, 676, 476, 650, 499, 
1551, 2110, 1485, 688, 473, 664, 477, 
1552, 2102, 1485, 667, 473, 698, 480, 
1553, 2111, 1477, 664, 476, 688, 482, 
1554, 2109, 1483, 663, 488, 687, 467, 
1555, 2099, 1483, 673, 485, 663, 490, 
1556, 2104, 1477, 658, 495, 676, 478, 
1557, 2110, 1481, 682, 476, 683, 484, 
1558, 2097, 1473, 668, 500, 685, 483, 
1559, 2100, 1484, 669, 484, 690, 472, 
1560, 2109, 1476, 680, 481, 684, 483, 
1561, 2104, 1477, 703, 485, 662, 474, 
1562, 2105, 1475, 664, 484, 674, 465, 
1563, 2109, 1486, 668, 486, 690, 482, 
1564, 2106, 1499, 689, 482, 677, 475, 
1565, 2100, 1465, 669, 493, 671, 472, 
1566, 2096, 1495, 661, 493, 709, 483, 
1567, 2103, 1472, 659, 483, 686, 480, 
1568, 2095, 1483, 655, 496, 697, 481, 
1569, 2107, 1484, 658, 485, 700, 475, 
1570, 2102, 1470, 667, 488, 712, 485, 
1571, 2102, 1488, 648, 504, 682, 466, 
1572, 2107, 1482, 649, 496, 702, 482, 
1573, 2104, 1474, 707, 483, 648, 485, 
1574, 2108, 1480, 679, 467, 640, 505, 
1575, 2095, 1465, 709, 468, 651, 482, 
1576, 2108, 1475, 661, 481, 705, 470, 
1577, 2110, 1485, 688, 484, 648, 497, 
1578, 2099, 1488, 675, 468, 678, 489, 
1579, 2099, 1484, 710, 469, 652, 508, 
1580, 2108, 1482, 685, 467, 663, 482, 
1581, 2107, 1482, 659, 498, 673, 467, 
1582, 2103, 1489, 654, 492, 681, 472, 
1583, 2109, 1485, 684, 479, 679, 476, 
1584, 2108, 1477, 678, 477, 670, 488, 
1585, 2111, 1479, 683, 484, 665, 468, 
1586, 2106, 1492, 709, 480, 655, 486, 
1587, 2094, 1483, 672, 490, 690, 473, 
1588, 2103, 1481, 686, 472, 657, 498, 
1589, 2112, 1495, 656, 489, 678, 480, 
1590, 2107, 1492, 674, 476, 677, 481, 
1591, 2109, 1482, 654, 508, 687, 476, 
1592, 2095, 1484, 698, 476, 668, 477, 
1593, 2106, 1479, 704, 472, 655, 487, 
1594, 2106, 1465, 712, 477, 657, 493, 
1595, 2106, 1477, 647, 513, 677, 468, 
1596, 2108, 1489, 666, 483, 680, 478, 
1597, 2104, 1492, 648, 504, 682, 477, 
1598, 2105, 1493, 655, 497, 695, 482, 
1599, 2104, 1491, 647, 508, 676, 484, 
1600, 2109, 1473, 687, 467, 657, 477, 
1601, 2106, 1480, 668, 497, 707, 474, 
1602, 2103, 1477, 695, 467, 666, 481, 
1603, 2106, 1484, 692, 478, 635, 495, 
1604, 2097, 1485, 668, 481, 697, 470, 
1605, 2110, 1480, 698, 473, 646, 503, 
1606, 2110, 1469, 662, 489, 693, 465, 
1607, 2099, 1479, 677, 469, 646, 495, 
1608, 2108, 1473, 710, 482, 658, 500, 
1609, 2098, 1479, 679, 483, 653, 493, 
1610, 2106, 1488, 653, 509, 683, 478, 
1611, 2105, 1476, 710, 474, 654, 479, 
1612, 2104, 1487, 693, 484, 657, 496, 
1613, 2092, 1478, 649, 489, 693, 477, 
1614, 2105, 1473, 669, 494, 684, 470, 
1615, 2098, 1484, 661, 499, 699, 485, 
1616, 2106, 1472, 686, 483, 678, 470, 
1617, 2105, 1464, 695, 481, 649, 498, 
1618, 2096, 1480, 668, 489, 686, 468, 
1619, 2106, 1467, 695, 469, 654, 492, 
1620, 2100, 1469, 660, 496, 683, 472, 
1621, 2107, 1480, 704, 478, 671, 496, 
1622, 2107, 1471, 671, 485, 700, 478, 
1623, 2099, 1464, 671, 475, 682, 470, 
1624, 2106, 1473, 686, 471, 676, 470, 
1625, 2099, 1487, 668, 487, 700, 467, 
1626, 2111, 1483, 714, 482, 652, 503, 
1627, 2109, 1492, 669, 485, 699, 471, 
1628, 2098, 1500, 650, 506, 700, 468, 
1629, 2103, 1476, 673, 486, 683, 473, 
1630, 2110, 1476, 691, 474, 649, 494, 
1631, 2111, 1488, 650, 507, 697, 470, 
1632, 2110, 1500, 645, 506, 670, 474, 
1633, 2108, 1497, 688, 466, 663, 476, 
1634, 2111, 1475, 692, 475, 670, 484, 
1635, 2112, 1486, 642, 496, 685, 485, 
1636, 2097, 1479, 665, 484, 692, 469, 
1637, 2107, 1470, 681, 473, 665, 503, 
1638, 2109, 1485, 654, 490, 699, 476, 
1639, 2110, 1494, 663, 490, 713, 485, 
1640, 2111, 1488, 700, 476, 656, 496, 
1641, 2099, 1474, 641, 500, 682, 482, 
1642, 2108, 1477, 689, 475, 648, 505, 
1643, 2105, 1488, 649, 502, 686, 473, 
1644, 2098, 1488, 664, 492, 707, 465, 
1645, 2099, 1480, 683, 482, 665, 496, 
1646, 2106, 1483, 689, 480, 658, 489, 
1647, 2111, 1474, 669, 480, 686, 483, 
1648, 2106, 1483, 701, 466, 638, 502, 
1649, 2096, 1487, 664, 480, 705, 477, 
1650, 2109, 1486, 668, 483, 672, 465, 
1651, 2097, 1481, 692, 476, 665, 481, 
1652, 2096, 1478, 687, 476, 651, 500, 
1653, 2111, 1484, 669, 487, 678, 477, 
1654, 2109, 1480, 664, 480, 685, 471, 
1655, 2106, 1466, 663, 481, 687, 469, 
1656, 2109, 1479, 682, 469, 642, 494, 
1657, 2111, 1475, 681, 482, 667, 485, 
1658, 2104, 1486, 674, 489, 689, 474, 
1659, 2098, 1478, 682, 482, 659, 502, 
1660, 2110, 1477, 654, 493, 704, 467, 
1661, 2110, 1481, 691, 476, 666, 490, 
1662, 2100, 1492, 656, 511, 670, 479, 
1663, 2111, 1492, 664, 490, 688, 468, 
1664, 2103, 1495, 667, 480, 701, 467, 
1665, 2101, 1494, 669, 478, 680, 488, 
1666, 2108, 1484, 677, 484, 703, 472, 
1667, 2105, 1478, 647, 484, 700, 477, 
1668, 2105, 1467, 681, 474, 698, 474, 
1669, 2109, 1467, 693, 476, 671, 480, 
1670, 2100, 1479, 677, 475, 703, 485, 
1671, 2105, 1464, 674, 467, 657, 483, 
1672, 2103, 1487, 652, 496, 696, 478, 
1673, 2108, 1478, 656, 502, 697, 482, 
1674, 2103, 1488, 662, 499, 685, 483, 
1675, 2110, 1488, 648, 505, 693, 472, 
1676, 2108, 1481, 645, 495, 675, 476, 
1677, 2094, 1484, 668, 488, 709, 478, 
1678, 2109, 1477, 669, 474, 705, 475, 
1679, 2110, 1479, 638, 511, 695, 469, 
1680, 2109, 1467, 658, 499, 680, 470, 
1681, 2109, 1481, 667, 491, 681, 470, 
1682, 2103, 1469, 711, 472, 655, 495, 
1683, 2110, 1482, 677, 481, 662, 469, 
1684, 2111, 1486, 645, 505, 675, 481, 
1685, 2103, 1486, 686, 484, 674, 481, 
1686, 2111, 1479, 646, 503, 701, 470, 
1687, 2093, 1490, 658, 495, 686, 472, 
1688, 2110, 1497, 653, 495, 671, 475, 
1689, 2106, 1483, 699, 479, 658, 495, 
1690, 2100, 1476, 691, 479, 670, 473, 
1691, 2105, 1489, 709, 471, 660, 491, 
1692, 2110, 1467, 701, 474, 667, 486, 
1693, 2107, 1490, 657, 499, 685, 485, 
1694, 2110, 1477, 654, 480, 702, 480, 
1695, 2108, 1480, 711, 483, 661, 483, 
1696, 2110, 1479, 678, 471, 657, 500, 
1697, 2102, 1481, 677, 481, 681, 472, 
1698, 2109, 1491, 643, 509, 693, 469, 
1699, 2103, 1477, 706, 470, 656, 488, 
1700, 2103, 1487, 687, 479, 673, 483, 
1701, 2097, 1472, 700, 485, 650, 489, 
1702, 2105, 1495, 646, 491, 672, 479, 
1703, 2104, 1482, 707, 477, 649, 506, 
1704, 2096, 1480, 669, 484, 671, 481, 
